action,confidence,cvd_pressure_ratio,entry_atr,entry_atr_15m,entry_atr_1m,entry_atr_pct,entry_histogram,entry_hour_ist,entry_macd,entry_minute_ist,entry_price,entry_reason,entry_style,entry_time,exit_price,exit_reason,exit_time,gross_atr,gross_atr_15m,gross_r,holding_bars,htf_bias,ib_extension_pct,ib_range_atr,ib_range_atr_15m,initial_risk,initial_stop_price,lot_size,lots,mae_atr,mae_atr_15m,mfe_atr,mfe_atr_15m,mfe_capture,mp_day_type,mp_periods,mp_poc,mp_reason,mp_vah,mp_val,net_2bps_atr,net_2bps_atr_15m,net_2bps_pnl,net_2bps_r,net_5bps_atr,net_5bps_atr_15m,net_5bps_pnl,net_5bps_r,of_volume_coverage,pnl,price_from_poc_atr,price_from_poc_atr_15m,qty,return_pct,session_date,stop_distance_atr,stop_distance_atr_15m,strategy_key,symbol,target_distance_atr,target_distance_atr_15m,target_price,trade_horizon,underlying
BUY,0.75,0.647,0.1929,0.696429,0.1929,0.05601,,10.4167,,625,344.4,ib_break_up,ib_break,2026-03-17T04:55:00+00:00,342.55,stop_loss,2026-03-17T06:14:00+00:00,-9.590461,-2.656409,-1.074332,79,strong,0.0526,9.849663,2.728205,1722.0,342.678,1000,1,10.368066,2.871793,6.998445,1.93846,-1.37037,trend_up,6,343.6,ib_break_up,344.1,343.0,-10.302696,-2.853686,-1987.39,-1.154117,-11.371047,-3.149603,-2193.47,-1.273795,1.0,-1850.0,4.147227,1.148718,1000,-0.5372,2026-03-17,8.926905,2.472614,commodity_futures,ALUMINI,17.85381,4.945228,347.844,positional,ALUMINI
SELL,0.75,-2.157,0.3179,0.460714,0.3179,0.09298,,20.9667,,1258,341.9,ib_break_down,ib_break,2026-03-17T15:28:00+00:00,338.85,trail_stop,2026-03-18T09:49:00+00:00,9.594212,6.620159,1.784147,556,neutral,0.2632,5.976722,4.124031,1709.5,343.6095,1000,1,2.988361,2.062017,16.042781,11.069774,0.598039,trend_down,48,344.1,ib_break_down,344.7,343.1,9.165933,6.32464,2913.85,1.704504,8.523514,5.88136,2709.62,1.585039,1.0,3050.0,-6.920415,-4.775194,1000,0.8921,2026-03-18,5.377477,3.710545,commodity_futures,ALUMINI,10.754954,7.42109,338.481,positional,ALUMINI
BUY,0.75,2.451,0.2429,0.596429,0.2429,0.071284,,17.1833,,1031,340.75,ib_break_up,ib_break,2026-03-18T11:41:00+00:00,339.0,stop_loss,2026-03-18T13:06:00+00:00,-7.204611,-2.93413,-1.027116,85,neutral,0.2586,11.93907,4.862275,1703.8,339.0462,1000,1,7.204611,2.93413,0.823384,0.335329,-8.750001,trend_up,33,338.1,ib_break_up,338.9,337.6,-7.764306,-3.16207,-1885.95,-1.106908,-8.603849,-3.50398,-2089.88,-1.226596,1.0,-1750.0,10.909839,4.443114,1000,-0.5136,2026-03-18,7.014409,2.856669,commodity_futures,ALUMINI,11.733224,4.77844,343.6,positional,ALUMINI
SELL,0.75,-1.962,0.2821,1.0,0.2821,0.083449,,12.15,,729,338.05,ib_break_down,ib_break,2026-03-19T06:39:00+00:00,325.65,trail_stop,2026-03-19T12:39:00+00:00,43.956044,12.4,7.335976,360,weak,0.0449,15.774548,4.45,1690.3,339.7403,1000,1,2.304147,0.65,54.945055,15.5,0.8,trend_down,13,341.5,ib_break_down,342.4,339.4,43.485502,12.26726,12267.26,7.257445,42.779688,12.06815,12068.15,7.13965,1.0,12400.0,-12.229706,-3.45,1000,3.6681,2026-03-19,5.991847,1.6903,commodity_futures,ALUMINI,11.983339,3.3805,334.6695,positional,ALUMINI
SELL,0.75,-0.685,0.2214,1.021429,0.2214,0.066627,,11.7333,,704,332.3,ib_break_down,ib_break,2026-03-20T06:14:00+00:00,334.0,stop_loss,2026-03-20T07:38:00+00:00,-7.67841,-1.664335,-1.023172,84,weak,0.0156,14.453478,3.132867,1661.5,333.9615,1000,1,7.67841,1.664335,0.903342,0.195804,-8.500003,trend_down,11,334.3,ib_break_down,335.2,333.6,-8.280307,-1.794799,-1833.26,-1.103376,-9.183153,-1.990496,-2033.15,-1.223683,1.0,-1700.0,-9.033424,-1.958042,1000,-0.5116,2026-03-20,7.504517,1.626643,commodity_futures,ALUMINI,15.009033,3.253285,328.977,positional,ALUMINI
BUY,0.75,1.759,0.2179,0.921429,0.2179,0.064832,,13.7667,,826,336.1,ib_break_up,ib_break,2026-03-20T08:16:00+00:00,334.1,stop_loss,2026-03-20T09:30:00+00:00,-9.178522,-2.170542,-1.190122,74,neutral,0.1719,14.685636,3.472868,1680.5,334.4195,1000,1,9.178522,2.170542,2.065168,0.488372,-4.444443,trend_up,20,334.3,ib_break_up,334.9,332.9,-9.793667,-2.316011,-2134.04,-1.269884,-10.716384,-2.534216,-2335.1,-1.389527,1.0,-2000.0,8.26067,1.953488,1000,-0.5951,2026-03-20,7.712253,1.823798,commodity_futures,ALUMINI,15.424507,3.647595,339.461,positional,ALUMINI
SELL,0.75,-1.167,0.2857,0.932143,0.2857,0.087237,,11.4,,684,327.5,ib_break_down,ib_break,2026-03-23T05:54:00+00:00,329.85,stop_loss,2026-03-23T07:42:00+00:00,-8.225411,-2.521072,-1.435115,108,weak,0.061,14.350718,4.398467,1637.5,329.1375,1000,1,8.225411,2.521072,5.075254,1.555555,-1.62069,trend_down,10,328.8,ib_break_down,329.5,328.0,-8.685579,-2.662113,-2481.47,-1.515402,-9.375831,-2.873674,-2678.68,-1.635832,1.0,-2350.0,-4.550228,-1.394636,1000,-0.7176,2026-03-23,5.731537,1.756705,commodity_futures,ALUMINI,11.463073,3.513409,324.225,positional,ALUMINI
BUY,0.75,2.833,1.0214,1.189286,1.0214,0.307419,,16.75,,1005,332.25,ib_break_up,ib_break,2026-03-23T11:15:00+00:00,330.3,stop_loss,2026-03-23T11:16:00+00:00,-1.909144,-1.639639,-1.17385,1,strong,0.0976,4.014098,3.447447,1661.2,330.5888,1000,1,3.671431,3.153152,0.0,0.0,,trend_up,32,328.6,ib_break_up,329.5,327.3,-2.038878,-1.751059,-2082.51,-1.253618,-2.233479,-1.918189,-2281.28,-1.373269,1.0,-1950.0,3.573527,3.069069,1000,-0.5869,2026-03-23,1.626395,1.396804,commodity_futures,ALUMINI,2.300764,1.975976,334.6,positional,ALUMINI
SELL,0.645,-0.185,0.0857,1.175,0.0857,0.025891,,22.35,,1341,331.0,failed_auction_high,failed_auction,2026-03-23T16:51:00+00:00,331.1,scalp_time_stop,2026-03-23T16:57:00+00:00,-1.166861,-0.085106,-0.060423,6,neutral,,47.841307,3.489362,1655.0,332.655,1000,1,2.917153,0.212766,0.0,0.0,,trend_down,54,328.8,failed_auction_high,331.1,327.8,-2.712019,-0.197804,-232.42,-0.140435,-5.029755,-0.366851,-431.05,-0.260453,1.0,-100.0,25.670945,1.87234,1000,-0.0302,2026-03-23,19.311552,1.408511,commodity_futures,ALUMINI,25.670945,1.87234,328.8,scalp,ALUMINI
BUY,0.75,0.415,0.15,0.560714,0.15,0.045242,,11.8333,,710,331.55,ib_break_up,ib_break,2026-03-24T06:20:00+00:00,333.0,trail_stop,2026-03-27T09:50:00+00:00,9.666667,2.585989,0.874653,2410,strong,0.5,10.666667,2.853503,1657.8,329.8922,1000,1,11.666667,3.121021,36.333333,9.71975,0.266055,trend_up,12,329.3,ib_break_up,330.3,329.0,8.7806,2.348952,1317.09,0.794481,7.4515,1.993396,1117.72,0.674222,1.0,1450.0,15.0,4.012739,1000,0.4373,2026-03-27,11.052,2.956587,commodity_futures,ALUMINI,22.103333,5.912997,334.8655,positional,ALUMINI
BUY,0.75,1.854,0.275,1.082143,0.275,0.077421,,16.7167,,1003,355.2,ib_break_up,ib_break,2026-04-01T11:13:00+00:00,353.3,stop_loss,2026-04-01T11:30:00+00:00,-6.909091,-1.755775,-1.06982,17,neutral,0.1228,10.363636,2.633663,1776.0,353.424,1000,1,6.909091,1.755775,2.727273,0.693069,-2.533333,trend_up,31,349.9,ib_break_up,355.0,347.0,-7.424364,-1.886719,-2041.7,-1.149606,-8.197273,-2.083135,-2254.25,-1.269285,1.0,-1900.0,19.272727,4.89769,1000,-0.5349,2026-04-01,6.458182,1.641188,commodity_futures,ALUMINI,12.916364,3.282376,358.752,positional,ALUMINI
BUY,0.75,0.449,0.2464,1.085714,0.2464,0.06933,,13.2833,,797,355.4,ib_break_up,ib_break,2026-04-02T07:47:00+00:00,353.55,stop_loss,2026-04-02T08:30:00+00:00,-7.508117,-1.703948,-1.04108,43,neutral,0.0526,15.422078,3.5,1777.0,353.623,1000,1,7.508117,1.703948,0.0,0.0,,trend_down,18,354.6,ib_break_up,355.0,353.4,-8.083563,-1.834544,-1991.79,-1.120872,-8.946733,-2.030438,-2204.47,-1.24056,1.0,-1850.0,3.246753,0.736842,1000,-0.5205,2026-04-02,7.211851,1.636711,commodity_futures,ALUMINI,14.423701,3.273422,358.954,positional,ALUMINI
SELL,0.75,-3.286,0.4393,0.864286,0.4393,0.12505,,17.4,,1044,351.3,ib_break_down,ib_break,2026-04-02T11:54:00+00:00,353.25,stop_loss,2026-04-02T13:25:00+00:00,-4.43888,-2.256198,-1.110162,91,neutral,0.0263,8.650125,4.396694,1756.5,353.0565,1000,1,4.43888,2.256198,2.162531,1.099173,-2.052632,trend_down,34,353.8,ib_break_down,354.9,353.0,-4.75964,-2.419234,-2090.91,-1.190384,-5.240781,-2.663788,-2302.28,-1.310717,1.0,-1950.0,-5.690872,-2.892562,1000,-0.5551,2026-04-02,3.998407,2.032313,commodity_futures,ALUMINI,7.996813,4.064627,347.787,positional,ALUMINI
BUY,0.75,3.32,0.2393,0.5,0.2393,0.067125,,11.7333,,704,356.5,ib_break_up,ib_break,2026-04-06T06:14:00+00:00,354.4,stop_loss,2026-04-06T13:00:00+00:00,-8.775595,-4.2,-1.178121,406,strong,0.4762,8.775595,4.2,1782.5,354.7175,1000,1,9.402424,4.5,10.447137,5.0,-0.84,trend_up,11,354.8,ib_break_up,355.3,354.1,-9.369745,-4.48436,-2242.18,-1.257885,-10.260969,-4.9109,-2455.45,-1.377532,1.0,-2100.0,7.104053,3.4,1000,-0.5891,2026-04-06,7.448809,3.565,commodity_futures,ALUMINI,14.897618,7.13,360.065,positional,ALUMINI
SELL,0.75,-0.92,0.1321,0.692857,0.1321,0.037396,,19.5833,,1175,353.25,ib_break_down,ib_break,2026-04-06T14:05:00+00:00,355.4,stop_loss,2026-04-07T06:42:00+00:00,-16.275549,-3.103093,-1.217234,452,weak,0.0714,15.897048,3.030928,1766.3,355.0163,1000,1,16.275549,3.103093,28.387585,5.412372,-0.573333,trend_down,43,357.5,ib_break_down,358.0,354.8,-17.348448,-3.307652,-2291.73,-1.297475,-18.957797,-3.61449,-2504.32,-1.417837,1.0,-2150.0,-32.172597,-6.134021,1000,-0.6086,2026-04-07,13.370931,2.549299,commodity_futures,ALUMINI,26.741105,5.098455,349.7175,positional,ALUMINI
SELL,0.75,-4.353,0.3214,0.771429,0.3214,0.090727,,13.5667,,814,354.25,ib_break_down,ib_break,2026-04-08T08:04:00+00:00,356.15,stop_loss,2026-04-10T07:28:00+00:00,-5.911637,-2.462962,-1.072658,1754,neutral,0.0926,8.400747,3.5,1771.3,356.0213,1000,1,5.911637,2.462962,3.111388,1.296296,-1.9,trend_down,19,355.2,ib_break_down,356.2,354.7,-6.353703,-2.647139,-2042.08,-1.152871,-7.016801,-2.923406,-2255.2,-1.273189,1.0,-1900.0,-2.955818,-1.231481,1000,-0.5363,2026-04-10,5.511201,2.296128,commodity_futures,ALUMINI,11.022091,4.592127,350.7075,positional,ALUMINI
BUY,0.85,1.98,0.2357,0.917857,0.2357,0.064895,,10.0,,600,363.2,open_drive_up_above_pvah,open_drive,2026-04-13T04:30:00+00:00,371.15,trail_stop,2026-04-17T03:56:00+00:00,33.729317,8.66148,1.394737,2991,strong,0.05,21.213407,5.447471,5700.0,357.5,1000,1,3.394145,0.871595,58.124735,14.926072,0.580292,trend_up,5,362.3,open_drive_up_above_pvah,363.4,360.0,33.106194,8.501466,7803.13,1.36897,32.17151,8.261445,7582.82,1.33032,1.0,7950.0,3.818413,0.980545,1000,2.1889,2026-04-17,24.183284,6.210118,commodity_futures,ALUMINI,48.366568,12.420235,374.6,positional,ALUMINI
BUY,0.75,0.364,0.0821,0.7,0.0821,0.022011,,14.9333,,896,373.0,ib_break_up,ib_break,2026-04-17T09:26:00+00:00,370.8,stop_loss,2026-04-17T13:04:00+00:00,-26.79659,-3.142857,-1.179625,218,strong,0.0392,31.059683,3.642857,1865.0,371.135,1000,1,26.79659,3.142857,2.436054,0.285714,-10.999998,trend_up,24,371.0,ib_break_up,371.9,370.5,-28.608526,-3.355371,-2348.76,-1.259389,-31.326431,-3.674143,-2571.9,-1.379035,1.0,-2200.0,24.360536,2.857143,1000,-0.5898,2026-04-17,22.7162,2.664286,commodity_futures,ALUMINI,45.4324,5.328571,376.73,positional,ALUMINI
BUY,0.75,0.345,0.1679,1.039286,0.1679,0.045843,,10.1833,,611,366.25,ib_break_up,ib_break,2026-04-20T04:41:00+00:00,364.35,stop_loss,2026-04-20T07:05:00+00:00,-11.31626,-1.828178,-1.037514,144,strong,0.1176,10.125074,1.635739,1831.3,364.4187,1000,1,11.911852,1.924398,0.595593,0.09622,-18.999988,trend_up,5,365.4,ib_break_up,366.1,365.1,-12.18654,-1.968775,-2046.12,-1.117305,-13.491959,-2.17967,-2265.3,-1.23699,1.0,-1900.0,5.062537,0.817869,1000,-0.5188,2026-04-20,10.907088,1.762075,commodity_futures,ALUMINI,21.81358,3.524054,369.9125,positional,ALUMINI
SELL,0.75,-0.273,0.0571,0.842857,0.0571,0.015702,,13.45,,807,363.65,ib_break_down,ib_break,2026-04-20T07:57:00+00:00,365.5,stop_loss,2026-04-20T13:31:00+00:00,-32.399299,-2.194916,-1.01749,334,weak,0.4118,29.772329,2.016949,1818.2,365.4682,1000,1,32.399299,2.194916,7.880911,0.533898,-4.111111,trend_down,18,365.4,ib_break_down,366.3,364.1,-34.95324,-2.367934,-1995.83,-1.097696,-38.784151,-2.627462,-2214.57,-1.218004,1.0,-1850.0,-30.647986,-2.076271,1000,-0.5087,2026-04-20,31.842382,2.157187,commodity_futures,ALUMINI,63.686515,4.314492,360.0135,positional,ALUMINI
BUY,0.75,0.278,0.1393,0.317857,0.1393,0.03817,,13.1833,,791,364.95,ib_break_up,ib_break,2026-04-21T07:41:00+00:00,370.0,trail_stop,2026-04-22T13:27:00+00:00,36.252692,15.887648,2.767427,1216,neutral,0.0238,30.150754,13.213483,1824.8,363.1252,1000,1,1.794688,0.786517,50.610194,22.179785,0.716312,trend_up,17,363.8,ib_break_up,364.8,363.5,35.197487,15.425207,4903.01,2.686875,33.614681,14.731546,4682.52,2.566048,1.0,5050.0,8.255564,3.617978,1000,1.3838,2026-04-22,13.099785,5.740946,commodity_futures,ALUMINI,26.198851,11.481578,368.5995,positional,ALUMINI
BUY,0.75,0.283,0.0821,0.467857,0.0821,0.021981,,11.45,,687,373.5,ib_break_up,ib_break,2026-04-24T05:57:00+00:00,371.6,stop_loss,2026-04-24T06:57:00+00:00,-23.142509,-4.06107,-1.017403,60,strong,0.3913,14.007308,2.458015,1867.5,371.6325,1000,1,23.751523,4.16794,0.0,0.0,,trend_up,10,372.6,ib_break_up,373.0,372.4,-24.957613,-4.379586,-2049.02,-1.097199,-27.680268,-4.85736,-2272.55,-1.216894,1.0,-1900.0,10.962241,1.923664,1000,-0.5087,2026-04-24,22.74665,3.991604,commodity_futures,ALUMINI,45.493301,7.983209,377.235,positional,ALUMINI
BUY,0.75,0.346,0.1036,0.760714,0.1036,0.027473,,11.45,,687,377.1,ib_break_up,ib_break,2026-04-27T05:57:00+00:00,375.15,stop_loss,2026-04-27T13:33:00+00:00,-18.822394,-2.563381,-1.034208,456,strong,0.0526,18.339768,2.497653,1885.5,375.2145,1000,1,18.822394,2.563381,3.861004,0.525822,-4.875,trend_up,10,376.5,ib_break_up,376.9,376.2,-20.274614,-2.761156,-2100.45,-1.114002,-22.452944,-3.057818,-2326.12,-1.233691,1.0,-1950.0,5.791506,0.788732,1000,-0.5171,2026-04-27,18.199807,2.478592,commodity_futures,ALUMINI,36.399614,4.957185,380.871,positional,ALUMINI
BUY,0.75,0.612,0.0179,0.382143,0.0179,0.004848,,10.9,,654,369.25,ib_break_up,ib_break,2026-05-04T05:24:00+00:00,375.05,trail_stop,2026-05-06T07:01:00+00:00,324.022346,15.177564,3.141588,1837,strong,0.0588,47.486034,2.224299,1846.2,367.4038,1000,1,25.139665,1.17757,427.374302,20.018684,0.75817,trend_up,8,369.2,ib_break_up,369.2,368.7,315.706145,14.788024,5651.14,3.060958,303.231844,14.203714,5427.85,2.940012,1.0,5800.0,2.793296,0.130841,1000,1.5708,2026-05-06,103.139665,4.831176,commodity_futures,ALUMINI,206.284916,9.662613,372.9425,positional,ALUMINI
BUY,0.75,0.417,0.0679,0.710714,0.0679,0.018389,,11.0833,,665,369.25,ib_break_up,ib_break,2026-05-07T05:35:00+00:00,367.15,stop_loss,2026-05-07T08:16:00+00:00,-30.927835,-2.954775,-1.137472,161,neutral,0.1071,41.237113,3.939698,1846.2,367.4038,1000,1,30.927835,2.954775,12.518409,1.19598,-2.470588,trend_up,9,368.5,ib_break_up,369.0,368.0,-33.096907,-3.162003,-2247.28,-1.217246,-36.350515,-3.472846,-2468.2,-1.336908,1.0,-2100.0,11.045655,1.055276,1000,-0.5687,2026-05-07,27.189985,2.597669,commodity_futures,ALUMINI,54.381443,5.195479,372.9425,positional,ALUMINI
SELL,0.75,-1.542,0.3107,0.696429,0.3107,0.085007,,14.2,,852,365.5,ib_break_down,ib_break,2026-05-07T08:42:00+00:00,367.6,stop_loss,2026-05-07T10:56:00+00:00,-6.758931,-3.015383,-1.149111,134,weak,0.2321,9.011909,4.020513,1827.5,367.3275,1000,1,6.758931,3.015383,0.0,0.0,,trend_down,21,368.8,ib_break_down,369.8,367.8,-7.230834,-3.225914,-2246.62,-1.229341,-7.938687,-3.541711,-2466.55,-1.349685,1.0,-2100.0,-10.621178,-4.738462,1000,-0.5746,2026-05-07,5.88188,2.624101,commodity_futures,ALUMINI,11.763759,5.248202,361.845,positional,ALUMINI
BUY,0.75,0.354,0.0964,0.453571,0.0964,0.02616,,11.25,,675,368.5,ib_break_up,ib_break,2026-05-08T05:45:00+00:00,375.65,trail_stop,2026-05-12T05:17:00+00:00,74.170124,15.763794,3.880597,1712,neutral,0.1818,17.116183,3.637795,1842.5,366.6575,1000,1,10.373444,2.204726,96.473029,20.503956,0.768817,trend_up,10,367.8,ib_break_up,368.1,367.5,72.626245,15.435665,7001.17,3.799821,70.310425,14.943471,6777.93,3.678657,1.0,7150.0,7.261411,1.543307,1000,1.9403,2026-05-12,19.113071,4.062209,commodity_futures,ALUMINI,21.784232,4.629926,370.6,positional,ALUMINI
BUY,0.75,4.553,0.2357,0.646429,0.2357,0.062313,,15.6333,,938,378.25,ib_break_up,ib_break,2026-05-12T10:08:00+00:00,376.15,stop_loss,2026-05-13T04:02:00+00:00,-8.909631,-3.248617,-1.110347,504,strong,0.1719,13.57658,4.950276,1891.3,376.3587,1000,1,9.121765,3.325965,4.454815,1.624308,-2.0,trend_up,27,376.5,ib_break_up,377.0,375.0,-9.549767,-3.482022,-2250.88,-1.190123,-10.50997,-3.83213,-2477.2,-1.309787,1.0,-2100.0,7.424692,2.707182,1000,-0.5552,2026-05-13,8.024183,2.925766,commodity_futures,ALUMINI,16.047942,5.851377,382.0325,positional,ALUMINI
BUY,0.75,1.204,0.1321,0.767857,0.1321,0.034294,,13.8333,,830,385.2,ib_break_up,ib_break,2026-05-14T08:20:00+00:00,383.05,stop_loss,2026-05-14T13:34:00+00:00,-16.275549,-2.800001,-1.116303,314,strong,0.0299,25.359576,4.362791,1926.0,383.274,1000,1,16.65405,2.865117,17.411052,2.995349,-0.934783,trend_down,20,384.0,ib_break_up,384.4,383.1,-17.438683,-3.000103,-2303.65,-1.19608,-19.183384,-3.300256,-2534.12,-1.315745,1.0,-2150.0,9.084027,1.562791,1000,-0.5582,2026-05-14,14.579864,2.50828,commodity_futures,ALUMINI,29.159727,5.016559,389.052,positional,ALUMINI
